name,changed_network,status,tv_network,metacritc_last_info_year,tvtime_followers,tvtime_rate,no_seasons,eps_duration,age_rating,imdb_rate,rotten_tomatoes_rate,released_year,awards_won,awards_nominated
Motherland: Fort Salem,0.0,renewed,FREEF,2020,0.0006422120850196994,0.8874590220758354,0.0,normal,16+,0.6623376623376623,0.5531914893617021,2020.0,0.0,0.0
Move to Heaven,0.0,,NETFLIX,2020,0.002096102874032604,0.6076696165191742,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Mozart in the Jungle,0.0,canceled,AMAZON,2017,0.014386979767071453,0.8119469026548675,4.0,short,18+,0.8311688311688311,0.9361702127659575,2014.0,3.0,8.0
Mr. Corman,0.0,,APPLE,2020,2.4191707610164002e-05,0.7972752895331001,,normal,,0.7079247477315391,0.7729781281338444,,0.0,0.0
Mr. Iglesias,0.0,renewed,NETFLIX,2020,0.00454290349150314,0.8207964601769914,1.0,short,16+,0.6883116883116883,0.8723404255319149,2019.0,0.0,0.0
Mr Inbetween,0.0,renewed,FX,2020,0.0015063619270000164,0.8716814159292036,2.0,short,18+,0.8441558441558442,0.9468085106382979,2018.0,0.0,0.0
Mr. Mayor,0.0,,NBC,2020,0.00047159066796119534,0.7649761046387753,,normal,,0.6735924133173276,0.7851069463580109,,0.0,0.0
Mr. Robinson,0.0,canceled,NBC,2015,0.000312228532231425,0.7013274336283186,1.0,short,,0.8228438875541276,0.7371486594865304,,0.0,0.0
Mr. Robot,0.0,end,USA,2019,0.04320866400928264,0.8714332648403796,,normal,18+,0.8701298701298701,0.9361702127659575,2015.0,3.0,13.0
Mrs. America,0.0,end,HULU,2019,0.00012190337284763681,0.6433013267653445,0.0,short,18+,0.7402597402597403,0.9574468085106383,2020.0,0.0,0.0
Mr. Sunshine,0.0,,NETFLIX,2018,0.0028137377089787574,0.9800884955752213,1.0,long,,0.9090909090909092,0.8009727113770341,2018.0,0.0,0.0
Mulaney,0.0,canceled,FOX,2014,0.0002585304212790024,0.45353982300884954,1.0,short,,0.7968503172180023,0.7141924693104881,,0.0,0.0
Mulligan,0.0,,NETFLIX,2020,0.002096102874032604,0.6076696165191742,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Muppets Now,0.0,,DISNEY,2020,0.001955722731824994,0.994100294985251,,normal,,0.7057116735836918,0.7735539873982731,,0.0,0.0
Murder in the First,0.0,canceled,TNT,2016,0.005330187085950755,0.7477876106194691,3.0,normal,18+,0.7012987012987013,0.6765681035345926,2014.0,0.0,0.0
Murder Police,0.0,canceled,FOX,2013,0.00037128562804704304,0.6836283185840707,,normal,,0.6784317805148115,0.7642076226642553,,0.0,0.0
Murphy Brown,0.0,canceled,CBS,2018,0.0014606752277622698,0.7190265486725664,11.0,short,,0.8685252779292776,0.8049481256978142,,17.0,60.0
My Brilliant Friend,0.0,renewed,HBO,2020,0.011835669922908567,0.9823008849557522,1.0,normal,,0.8047006805391965,0.7195291229760975,,0.0,0.0
My Country: The New Age,0.0,,NETFLIX,2019,0.0006474086764021919,0.9889380530973454,1.0,long,,0.8441558441558442,0.8346235050273509,2019.0,0.0,0.0
My Diet Is Better Than Yours,0.0,canceled,ABC,2015,1.4723675583728779e-05,0.7455752212389382,1.0,normal,,0.6679805757713747,0.6905202560874496,,0.0,0.0
My Holo Love,0.0,,NETFLIX,2019,0.00020865757898313678,0.893432216849685,,normal,,0.7532467532467532,0.9966369263638943,2020.0,0.0,0.0
My Kitchen Rules,0.0,canceled,FOX,2016,0.000588730498708214,0.7079646017699116,10.0,long,,0.7932925925581578,0.7030445449408168,,0.0,0.0
My Last Days,0.0,,THE CW,2019,2.1435939452781607e-05,0.9845132743362831,3.0,normal,,0.7839904599874202,0.7506907397770347,,1.0,1.0
My Next Guest Needs No Introduction,0.0,,NETFLIX,2018,0.003984746272095257,0.8266961651917405,,normal,,0.6767393737167572,0.7839311914616065,,0.0,0.0
My Next Guest Needs No Introduction With David Letterman,0.0,canceled,NETFLIX,2017,0.004615222721576161,0.9137168141592923,2.0,normal,18+,0.7922077922077922,0.8191489361702128,2018.0,0.0,2.0
Mysteries Decoded,0.0,,THE CW,2019,8.834205350237267e-05,0.7300884955752213,1.0,normal,,0.8408076067475362,0.7521348992023098,,0.0,0.0
Mystery Girls,0.0,canceled,ABC,2013,0.0005943601393725809,0.6327433628318584,1.0,short,,0.7767041966146552,0.6921291272642256,,0.0,0.0
Mystery Science Theater 3000,0.0,canceled,NETFLIX,2018,0.006906033106407443,0.7495747157621833,,short,7+,0.8701298701298701,0.7872340425531915,1988.0,0.0,2.0
Mythic Quest: Raven's Banquet,0.0,renewed,APPLE,2020,1.8014850125974032e-05,0.8775811209439528,,normal,,0.721646910853017,0.7779572839199983,,0.0,0.0
Mythomaniac,0.0,,NETFLIX,2019,9.029077527080737e-05,0.8820058997050149,,normal,,0.6776714671005746,0.7839500934688965,,0.0,0.0
Nancy Drew,0.0,renewed,THE CW,2020,0.0070344525347673615,0.9247787610619469,1.0,normal,,0.8386518139856488,0.7489838721517043,,0.0,0.0
Nancy Wu Done It,0.0,,AMAZON,2020,2.9952575329644325e-05,0.8913956360663707,,normal,,0.7074203518171642,0.77120253174704,,0.0,0.0
Narcos,0.0,canceled,NETFLIX,2017,0.017200709397757027,0.9248876214405082,,normal,18+,0.9090909090909092,0.8829787234042553,2015.0,0.0,4.0
Narcos: Mexico,0.0,renewed,NETFLIX,2019,0.04316310454762373,0.933628318584071,1.0,normal,18+,0.8571428571428572,0.8723404255319149,2018.0,0.0,0.0
Nashville,0.0,canceled,ABC,2015,0.020247868747959256,0.8207964601769914,6.0,normal,7+,0.7662337662337663,0.8936170212765957,2012.0,0.0,3.0
National Treasure,0.0,canceled,HULU,2016,0.000437812823974994,0.7544247787610621,1.0,normal,16+,0.7272727272727273,0.9042553191489362,2016.0,0.0,0.0
National Treasure: Kiri,0.0,end,HULU,2017,0.004824344606132381,0.6815087325811122,,normal,,0.6801709604329065,0.771862960204622,,0.0,0.0
NCIS,0.0,renewed,CBS,2020,0.01685092627235685,0.8011032018108125,,normal,16+,0.7792207792207793,0.3617021276595745,2003.0,0.0,3.0
NCIS: Los Angeles,0.0,renewed,CBS,2020,0.04767331281834535,0.8274336283185841,11.0,normal,,0.7852484491249982,0.6901807998423276,,0.0,1.0
NCIS: New Orleans,0.0,renewed,CBS,2020,0.01559756903455127,0.7809734513274337,6.0,normal,,0.7833849510911279,0.6946759200415471,,0.0,0.0
NCIS: The Cases They Can't Forget,0.0,,CBS,2018,0.00015674218757443035,0.7013274336283185,,normal,,0.6977720735920349,0.7713333491726311,,0.0,0.0
Neo Yokio,0.0,canceled,NETFLIX,2017,0.0033933741727676095,0.595132743362832,1.0,short,18+,0.5194805194805194,0.7553191489361702,2017.0,0.0,0.0
Never Have I Ever,0.0,,NETFLIX,2020,0.001224837950888225,0.9727107485387415,,short,16+,0.8051948051948052,0.9680851063829787,2020.0,0.0,0.0
New Amsterdam,0.0,renewed,NBC,2020,0.02652275284231896,0.935840707964602,2.0,normal,16+,0.8181818181818181,0.2978723404255319,2018.0,0.0,1.0
New Girl,0.0,end,FOX,2017,0.001382943394540777,0.7621228655629014,,normal,16+,0.7662337662337663,0.9361702127659575,2011.0,0.0,6.0
neXt,0.0,delayed,FOX,2020,0.0005313514688598591,0.6809025264055079,0.0,normal,,0.7929926200870365,0.7097370169089972,,0.0,0.0
Nicky Jam: El Ganador,0.0,,NETFLIX,2019,0.0016800146890316413,0.9314159292035401,1.0,normal,,0.7792207792207793,0.5623387701368464,2018.0,0.0,0.0
Nightflyers,0.0,canceled,SYFY,2018,0.01281089690568966,0.7212389380530975,1.0,normal,16+,0.5324675324675325,0.30851063829787234,2018.0,0.0,0.0
Nightline Prime,0.0,canceled,ABC,2013,0.014302679506866575,0.6585545722713864,,normal,,0.6897656379670424,0.7603523915619589,,0.0,0.0
Nikita,0.0,end,THE CW,2013,0.03892441817663734,0.8849557522123894,4.0,normal,,0.810029839919671,0.8320344921652896,,0.0,2.0
Nine Perfect Strangers,0.0,,HULU,2020,0.0001435558369413556,0.8585945184099587,,normal,,0.6805936024443076,0.7719506229779584,,0.0,0.0
Ni No Kuni,0.0,,NETFLIX,2019,9.029077527080737e-05,0.8820058997050149,,normal,,0.6776714671005746,0.7839500934688965,,0.0,0.0
No Activity,0.0,renewed,CBS,2019,9.094034919361893e-05,0.7699115044247788,2.0,short,18+,0.7922077922077922,0.8035351589966921,2015.0,0.0,0.0
Nobodies,0.0,canceled,TVL,2017,0.0003286844049426513,0.6460176991150443,2.0,short,,0.8387321033203183,0.8401552719322212,,0.0,0.0
Nobody's Looking,0.0,,NETFLIX,2019,1.1475805969670961e-05,0.7374015624444018,1.0,normal,18+,0.7922077922077922,0.8686856655434237,2019.0,0.0,0.0
No Good Nick,0.0,canceled,NETFLIX,2018,0.007610408079660282,0.8694690265486726,1.0,short,7+,0.5194805194805194,0.574468085106383,2019.0,0.0,0.0
No Man's Land,0.0,,HULU,2020,0.00016031484414989394,0.8568175968950967,,normal,,0.6933548573208935,0.7743385517559381,,1.0,1.0
Normal People,0.0,end,HULU,2019,0.0004870403372310845,0.8552745857528291,,normal,,0.9090909090909092,0.8191489361702128,2020.0,0.0,0.0
Norm Macdonald Has a Show,0.0,,NETFLIX,2018,0.00019487217684346914,0.7101769911504425,1.0,short,,0.8961038961038961,0.3617021276595745,2018.0,0.0,0.0
Norsemen,0.0,,NETFLIX,2020,0.005815418806290993,0.7300884955752213,3.0,short,18+,0.7792207792207793,0.8807278767303456,2016.0,0.0,0.0
Northern Rescue,0.0,,NETFLIX,2018,0.007571866693573462,0.838495575221239,1.0,normal,16+,0.6883116883116883,0.7907827671312321,2019.0,0.0,0.0
NOS4A2,0.0,canceled,AMC,2020,0.005616865710551592,0.8030973451327436,1.0,normal,16+,0.6363636363636364,0.6595744680851063,2019.0,0.0,0.0
Notes on Love,0.0,,NETFLIX,2020,0.0016424837512691954,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
No Tomorrow,0.0,canceled,THE CW,2016,0.008705156664238704,0.7743362831858408,1.0,normal,7+,0.7012987012987013,0.8723404255319149,2016.0,0.0,0.0
Notorious,0.0,canceled,ABC,2016,0.007767821493621617,0.8694690265486726,1.0,normal,,0.7737922507077677,0.689582643048228,,0.0,0.0
Novak,0.0,canceled,AMAZON,2017,0.0011405125575518799,0.7786030016363022,,normal,,0.6989766846273027,0.7691415099401749,,0.0,0.0
Now Apocalypse,0.0,canceled,STRZ,2018,0.01087906405924807,0.7876106194690267,1.0,short,,0.8391472030934283,0.7490066119534109,,0.0,0.0
Nowhere Man,0.0,,NETFLIX,2019,6.4524342999282e-05,0.9668141592920353,1.0,normal,18+,0.4675324675324676,0.4495845556666973,2019.0,0.0,1.0
NY Med,0.0,canceled,ABC,2013,5.0450241338364786e-05,0.7544247787610621,2.0,normal,,0.7769347835097807,0.6919512271805961,,0.0,0.0
Obliterated,0.0,,TBS,2020,5.7475256781964244e-05,0.7324310254892964,,normal,,0.691369467537584,0.7795733950039824,,0.0,0.0
October Faction,0.0,canceled,NETFLIX,2019,4.438755139212353e-05,0.6214580745454662,0.0,normal,18+,0.5584415584415584,0.2872340425531915,2020.0,0.0,0.0
Oh My Ghost,0.0,,NETFLIX,2018,0.0003104963351039275,0.8694690265486726,1.0,normal,,0.7012987012987013,0.9036756909279233,2015.0,0.0,0.0
Oktoberfest: Beer & Blood,0.0,,NETFLIX,2020,0.0016424837512691954,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
O Mecanismo (The Mechanism),0.0,canceled,NETFLIX,2017,0.002205303467945259,0.7212389380530975,,normal,,0.6757761504163954,0.7839531179170088,,0.0,0.0
Omniscient,0.0,,NETFLIX,2019,2.1435939452781607e-05,0.8079680005171498,1.0,short,18+,0.5844155844155844,0.5257732208785788,2020.0,0.0,0.0
On Becoming a God in Central Florida,0.0,renewed,SHOWTIME,2020,0.0014019970500682918,0.7964601769911506,1.0,normal,,0.813532224501554,0.7429911740852637,,0.0,0.0
Once Upon a Time in Wonderland,0.0,canceled,ABC,2013,0.03858512406428877,0.8141592920353984,1.0,normal,,0.7767041966146552,0.6921291272642256,,0.0,0.0
On Children,0.0,,NETFLIX,2018,0.002349879879142257,0.947431278554757,,normal,,0.7142857142857143,0.546113700135909,2018.0,0.0,0.0
One Big Happy,0.0,canceled,NBC,2014,0.002295161193934192,0.7367256637168142,1.0,short,,0.822049849204268,0.7362775836199593,,0.0,0.0
One Day at a Time,0.0,canceled,NETFLIX,2018,0.041512320685118606,0.8783185840707965,3.0,short,7+,0.8311688311688311,0.9893617021276596,2017.0,4.0,7.0
One Dollar,0.0,canceled,CBS,2018,0.0006127647338522419,0.6592920353982301,1.0,normal,,0.7861369184280028,0.7036402819248274,,0.0,0.0
One Hundred Years of Solitude,0.0,,NETFLIX,2020,0.0016424837512691954,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
One Mississippi,0.0,canceled,AMAZON,2017,0.001088902419273118,0.8075221238938054,2.0,short,18+,0.7142857142857143,0.7983476627703828,2016.0,0.0,0.0
One Percent,0.0,canceled,STRZ,2016,0.0023606476933224606,0.7676991536280505,,normal,,0.6826575310969485,0.7817304472122802,,0.0,0.0
One Piece,0.0,,NETFLIX,2020,0.00018772686369254195,0.8976927316745753,1.0,normal,7+,0.8961038961038961,0.856325361992517,1999.0,0.0,0.0
One Spring Night,0.0,,NETFLIX,2020,0.0018744538165932358,0.9668141592920353,1.0,normal,,0.7922077922077922,0.8979999712030078,2019.0,0.0,0.0
Oni,0.0,,NETFLIX,2020,0.0016424837512691954,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Only Murders in the Building,0.0,,HULU,2020,0.0001435558369413556,0.8585945184099587,,normal,,0.6805936024443076,0.7719506229779584,,0.0,0.0
On My Block,0.0,renewed,NETFLIX,2019,0.059957621797275776,0.922566371681416,2.0,short,16+,0.8181818181818181,0.9680851063829787,2018.0,0.0,0.0
On the Menu,0.0,canceled,TNT,2014,4.0273583214316954e-05,0.5575221238938054,1.0,normal,,0.8393950365617868,0.8392515209812104,,0.0,0.0
On the Verge,0.0,,NETFLIX,2020,0.0016424837512691954,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Orange Is the New Black,0.0,end,NETFLIX,2019,0.6320962703197549,0.9380530973451329,7.0,normal,18+,0.8181818181818181,0.8936170212765957,2013.0,4.0,22.0
Ordeal by Innocence,0.0,end,AMAZON,2018,0.0026470137354571224,0.922566371681416,1.0,normal,,0.7142857142857143,0.9042553191489362,2018.0,0.0,0.0
Origin,0.0,,YT,2018,0.005240545884602759,0.8982300884955754,1.0,normal,,0.8349662201211024,0.8479088172384471,,0.0,0.0
Osmosis,0.0,,NETFLIX,2018,0.014231298550237614,0.763274336283186,1.0,normal,16+,0.5324675324675325,0.5551684586741189,2019.0,0.0,0.0
Other Space,0.0,canceled,YHOO,2014,0.000215442017732502,0.7389380530973452,1.0,short,,0.8354278073085413,0.8472517036502359,,0.0,0.0
Our Boys,0.0,end,HBO,2019,0.0008351355400947339,0.9004424778761063,1.0,normal,,0.806726145732181,0.7224614497782131,,0.0,0.0
Our Cartoon President,0.0,renewed,SHOWTIME,2019,0.0009635346521704863,0.6615044247787611,2.0,short,18+,0.42857142857142855,0.8249497426703167,2018.0,0.0,0.0
Our Planet,0.0,end,NETFLIX,2018,0.013668334483800925,0.9911504424778763,1.0,normal,7+,0.9740259740259741,0.925531914893617,2019.0,2.0,10.0
Outer Banks,0.0,renewed,NETFLIX,2020,0.0035461339898050542,0.9114671970687379,,normal,18+,0.7532467532467532,0.7021276595744681,2020.0,0.0,0.0
Outer Range,0.0,,AMAZON,2020,2.9952575329644325e-05,0.8913956360663707,,normal,,0.7074203518171642,0.77120253174704,,0.0,0.0
Outlander,0.0,renewed,STRZ,2020,0.01223165486088395,0.8384506117774368,,normal,18+,0.8571428571428572,0.9042553191489362,2014.0,0.0,5.0
Outmatched,0.0,canceled,FOX,2019,0.0003267356831742166,0.6838183875505895,1.0,short,7+,0.49350649350649345,0.1702127659574468,2020.0,0.0,0.0
Overlook,0.0,,HBO,2020,0.00023990930215840424,0.8838114379204522,,normal,,0.6849914150086759,0.7723353696119545,,0.0,0.0
Overlooked,0.0,,NETFLIX,2020,0.002096102874032604,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Owner's Manual,0.0,canceled,AMC,2013,0.001300122206507345,0.646570796460177,,normal,,0.6868687131045846,0.7620893926478692,,0.0,0.0
Ozark,0.0,end,NETFLIX,2020,0.014041274132303725,0.8386501836554721,,normal,18+,0.8571428571428572,0.7978723404255319,2017.0,2.0,14.0
Pachinko,0.0,,APPLE,2020,2.4191707610164002e-05,0.7972752895331001,,normal,,0.7079247477315391,0.7729781281338444,,0.0,0.0
Pacific Rim,0.0,,NETFLIX,2020,0.002096102874032604,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Painkiller,0.0,,NETFLIX,2020,0.002096102874032604,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Pandora,0.0,renewed,THE CW,2020,0.0023185458551554083,0.6415929203539823,1.0,normal,,0.8386518139856488,0.7489838721517043,,0.0,0.0
Panic,0.0,,AMAZON,2020,9.960133483110646e-06,0.7029032541052763,1.0,normal,,0.7750237616932077,0.689511298848183,,0.0,0.0
Pantheon,0.0,renewed,AMC,2020,4.0977288297362814e-05,0.877581164379221,,normal,,0.7708360858264984,0.7771796303795385,,0.0,0.0
Paper Girls,0.0,,AMAZON,2020,2.9952575329644325e-05,0.8913956360663707,,normal,,0.7074203518171642,0.77120253174704,,0.0,0.0
Paquita Salas,0.0,,NETFLIX,2019,0.005492797091294584,0.8849557522123894,3.0,short,,0.8051948051948052,0.9072424711499898,2016.0,0.0,0.0
Paradise Hotel,0.0,canceled,FOX,2018,0.0003124450568723622,0.5752212389380532,13.0,normal,,0.7917491651381305,0.6976074458923908,,0.0,0.0
Paradise P.D.,0.0,renewed,NETFLIX,2019,0.03770841579313409,0.7676991150442479,1.0,short,18+,0.6753246753246753,0.3617021276595745,2018.0,0.0,0.0
Paranormal,0.0,,NETFLIX,2020,0.002096102874032604,0.8156342182890857,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Parenthood,0.0,end,NBC,2014,0.01242764829123084,0.7831858407079646,6.0,normal,7+,0.8311688311688311,0.8723404255319149,2010.0,2.0,3.0
Parks and Recreation,0.0,end,NBC,2014,0.04733488480456053,0.7942477876106196,7.0,short,16+,0.8831168831168831,0.925531914893617,2009.0,0.0,15.0
Partners,0.0,canceled,FX,2013,0.0022551041353608124,0.7411504424778762,1.0,short,,0.804998448629853,0.7214211332048585,,0.0,0.0
Party of Five,0.0,canceled,FREEF,2019,0.0033903428277944885,0.7477876106194691,6.0,normal,7+,0.6493506493506493,0.6679330334210818,1994.0,1.0,3.0
Party Over Here,0.0,canceled,FOX,2015,0.0022117450760131404,0.6902654867256639,,normal,,0.6841934200889909,0.7680662280624609,,0.0,0.0
Patient Zero,0.0,canceled,NBC,2016,0.01613043617589769,0.7669616519174042,,normal,,0.6697757933603957,0.769443664190128,,0.0,0.0
Patrick Melrose,0.0,end,SHOWTIME,2017,0.020480199687684858,0.9314159292035401,1.0,normal,18+,0.8181818181818181,0.8936170212765957,2018.0,0.0,5.0
Patriot,0.0,canceled,AMAZON,2018,0.0031792313028807303,0.8207964601769914,2.0,normal,18+,0.8441558441558442,0.8936170212765957,2015.0,0.0,0.0
Patriot Act With Hasan Minhaj,0.0,,NETFLIX,2019,0.004656145878713289,0.90929203539823,5.0,short,18+,0.8311688311688311,0.7850550515360766,2018.0,1.0,1.0
Pearson,0.0,canceled,USA,2019,0.00512881916987917,0.838495575221239,1.0,normal,,0.8375915825377448,0.8421363621127038,,0.0,0.0
PEN15,0.0,renewed,HULU,2020,0.0015386240984996574,0.7964601769911506,1.0,short,18+,0.7922077922077922,0.925531914893617,2019.0,0.0,1.0
Penn & Teller: Fool Us,0.0,renewed,THE CW,2020,0.0015148063879965668,0.7964601769911506,6.0,normal,,0.8351508638631377,0.7434428715346415,,0.0,0.0
Penny Dreadful: City of Angels,0.0,,SHOWTIME,2019,0.0011789766699029883,0.8321844638528306,0.0,normal,,0.8381368899515811,0.7477544677705217,,0.0,0.0
People Icons,0.0,canceled,ABC,2016,0.0033933741727676095,0.7758112094395281,,normal,,0.6961918473300687,0.7661455783530501,,0.0,0.0
People of Earth,0.0,canceled,TBS,2018,0.0035375795836317765,0.7433628318584071,2.0,short,,0.840075190021373,0.7505917829819441,,0.0,0.0
Perception,0.0,canceled,TNT,2014,0.013022008430603419,0.8075221238938054,3.0,normal,,0.8384447753834169,0.8409929027072728,,0.0,0.0
Perdida,0.0,,NETFLIX,2020,0.0017625827521090224,0.6246312684365782,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Perfume,0.0,,NETFLIX,2018,0.0011720478813929984,0.7876106194690267,1.0,long,18+,0.6883116883116883,0.7416600053007755,2018.0,0.0,0.0
Perry Mason,0.0,renewed,HBO,2020,0.00021197762347750697,0.4646017699115045,9.0,normal,,0.7998076809662802,0.7018505091809218,,3.0,8.0
Pete the Cat,0.0,,AMAZON,2018,0.0019002525023761971,0.7611810572350465,,normal,all,0.7402597402597403,0.6409466160521318,2017.0,0.0,0.0
Philip K. Dick's Electric Dreams,0.0,canceled,AMAZON,2017,0.010654311481955269,0.7168141592920355,1.0,normal,18+,0.7142857142857143,0.7021276595744681,2017.0,0.0,0.0
Picnic at Hanging Rock,0.0,end,AMAZON,2017,0.003982970770039572,0.7146017699115045,1.0,normal,16+,0.5584415584415584,0.776595744680851,2018.0,0.0,0.0
Pieces of Her,0.0,,NETFLIX,2020,0.0017625827521090224,0.6246312684365782,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Pine Gap,0.0,,NETFLIX,2018,0.0019177587447806734,0.8230088495575223,1.0,normal,18+,0.7012987012987013,0.7448657450104819,2018.0,0.0,0.0
Pinky Malinky,0.0,,NETFLIX,2018,0.0005404455037792211,0.6946902654867257,3.0,short,7+,0.49350649350649345,0.45641278017227965,2019.0,0.0,0.0
Pitch,0.0,canceled,FOX,2016,0.009418172306844863,0.8805309734513275,1.0,normal,16+,0.7272727272727273,0.9361702127659575,2016.0,0.0,0.0
Playing House,0.0,canceled,USA,2017,0.0012839911207575244,0.7477876106194691,3.0,short,,0.8368342341389173,0.8438663811374879,,0.0,0.0
Please Like Me,0.0,canceled,HULU,2016,0.01830889058836674,0.7743362831858408,4.0,short,18+,0.8701298701298701,1.0,2013.0,0.0,0.0
Pod Save America,0.0,,HBO,2018,7.102008222739764e-05,0.592920353982301,1.0,normal,,0.8098233001015644,0.7259007588326678,,0.0,0.0
Ponysitters Club,0.0,,NETFLIX,2018,0.0001258008163845062,0.43805309734513276,2.0,short,,0.6363636363636364,0.4995723427115342,2018.0,0.0,0.0
Portlandia,0.0,end,IFC,2017,0.002784939931734111,0.7256637168141593,8.0,short,16+,0.7792207792207793,0.9361702127659575,2011.0,4.0,22.0
Pose,0.0,delayed,FX,2020,0.020363276381578775,0.9668141592920353,2.0,normal,16+,0.8831168831168831,0.9574468085106383,2018.0,2.0,8.0
Power,0.0,end,STRZ,2019,0.05866605231408545,0.9446902654867256,6.0,normal,,0.8333347164613761,0.7400395245474091,,0.0,0.0
Power Book II: Ghost,0.0,renewed,STRZ,2020,0.0004475254739814736,0.8252212800615492,,normal,,0.6856802540181187,0.7814718905927754,,0.0,0.0
Power Book III: Raising Kanan,0.0,,STRZ,2020,7.18861807911464e-05,0.8131092937258924,,normal,,0.6861190078789411,0.781681185558468,,0.0,0.0
Powerless,0.0,canceled,NBC,2016,0.015697386894023314,0.7079646017699116,1.0,short,,0.8233602752196709,0.7376663714158481,,0.0,0.0
Preacher,0.0,end,AMC,2019,0.0606069791954464,0.8938053097345132,4.0,normal,18+,0.8051948051948052,0.8617021276595744,2016.0,0.0,0.0
Press Your Luck,0.0,renewed,ABC,2020,0.00015524816755196376,0.752212389380531,1.0,normal,,0.768848583996349,0.6821208582360503,,0.0,0.0
Pretty Little Liars,0.0,end,FREEF,2016,0.4678852817808372,0.8849557522123894,7.0,normal,16+,0.7272727272727273,0.7978723404255319,2010.0,0.0,0.0
Pretty Little Liars: The Perfectionists,0.0,,FREEF,2018,0.0462191333298112,0.9601769911504425,1.0,normal,16+,0.6883116883116883,1.0,2019.0,0.0,0.0
Prince of Peoria,0.0,,NETFLIX,2019,0.0010096544006901074,0.8230088495575223,2.0,short,all,0.4675324675324676,0.5575633737533638,2018.0,0.0,0.0
Prison Break,0.0,canceled,FOX,2016,0.00012341904533419714,0.756637168141593,5.0,normal,16+,0.8441558441558442,0.574468085106383,2005.0,0.0,2.0
Prodigal Son,0.0,renewed,FOX,2020,0.007815673439268736,0.9446902654867256,1.0,normal,16+,0.8311688311688311,0.5106382978723404,2019.0,0.0,0.0
Project Greenlight,0.0,canceled,HBO,2015,0.000186644240487856,0.5420353982300886,4.0,short,,0.8086981647233646,0.7203050934677478,,1.0,5.0
Proof,0.0,canceled,TNT,2014,0.002425292503137442,0.7610619469026549,1.0,normal,,0.8393950365617868,0.8392515209812104,,0.0,0.0
Proven Innocent,0.0,canceled,FOX,2018,0.005846598354585949,0.8584070796460178,1.0,normal,,0.7952197792632897,0.7126473204416127,,0.0,0.0
Psych,0.0,canceled,USA,2013,0.024259637295243473,0.7942477876106196,8.0,normal,7+,0.8441558441558442,0.8829787234042553,2006.0,0.0,1.0
Public Morals,0.0,canceled,TNT,2015,0.0007810043798604369,0.5530973451327434,1.0,normal,,0.8399288223511532,0.8288898404217598,,0.0,0.0
Puerta 7,0.0,,NETFLIX,2019,4.160540036478915e-05,0.8702513305354598,,normal,18+,0.4805194805194805,0.43169927771727706,2020.0,0.0,0.0
Pure,0.0,renewed,HBO,2020,0.0007643319825082735,0.8606194690265487,2.0,normal,16+,0.6753246753246753,0.8988281044413828,2017.0,0.0,0.0
Pure Genius,0.0,canceled,CBS,2016,0.005711920027923018,0.8185840707964602,1.0,normal,,0.7874564717217389,0.7052782345290091,,0.0,0.0
Purity,0.0,canceled,SHOWTIME,2018,0.0005859156405891971,0.6762537218619756,,normal,,0.6809953744885251,0.7828891968279837,,0.0,0.0
P-Valley,0.0,renewed,STRZ,2020,0.0005987524610457172,0.8252212800615492,,normal,,0.6856802540181187,0.7814718905927754,,0.0,0.0
Q-Force,0.0,,NETFLIX,2020,0.00168088078759539,0.6327433628318584,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
QualityLand,0.0,,HBO,2020,0.00023990930215840424,0.8838114379204522,,normal,,0.6849914150086759,0.7723353696119545,,0.0,0.0
Quantico,0.0,canceled,ABC,2017,0.00556127047058848,0.8162116701898751,,normal,16+,0.6363636363636364,0.8085106382978723,2015.0,0.0,0.0
Queen of the South,0.0,renewed,USA,2020,0.02982453709197014,0.9292035398230087,4.0,normal,16+,0.7922077922077922,0.6382978723404256,2016.0,0.0,0.0
Queen Sono,0.0,renewed,NETFLIX,2020,0.004483049391201302,0.9146102713925965,,normal,18+,0.5194805194805194,1.0,2020.0,0.0,0.0
Queer Eye,0.0,renewed,NETFLIX,2020,0.03111350827946922,0.935840707964602,4.0,normal,16+,0.8701298701298701,0.9042553191489362,2018.0,7.0,10.0
Quicksand,0.0,,NETFLIX,2018,0.032566605144798685,0.9402654867256638,1.0,normal,18+,0.7402597402597403,0.8644318068430459,2019.0,0.0,0.0
