name,changed_network,status,tv_network,metacritc_last_info_year,tvtime_followers,tvtime_rate,no_seasons,eps_duration,age_rating,imdb_rate,rotten_tomatoes_rate,released_year,awards_won,awards_nominated
"$100,000 Pyramid",0.0,renewed,ABC,2020,0.0008054175331261048,0.7855211584229431,,normal,,0.7584556059704732,0.7745465784818452,,0.0,0.0
10-Year-Old Tom,0.0,,HBO,2020,0.00023990930215840424,0.8838114379204522,,normal,,0.6849914150086759,0.7723353696119545,,0.0,0.0
12 Monkeys,0.0,end,SYFY,2018,0.05255269560186488,0.9402654867256638,4.0,normal,16+,0.7662337662337663,0.8723404255319149,2015.0,0.0,0.0
1899,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
1983,0.0,,NETFLIX,2018,0.006134576127032408,0.7013274336283186,1.0,normal,18+,0.6493506493506493,1.0,2018.0,0.0,0.0
20/20,0.0,renewed,ABC,2020,0.001298498271700316,0.8296460176991152,43.0,normal,,0.6233766233766234,0.6755648311074974,1978.0,0.0,0.0
21 Thunder,0.0,canceled,NETFLIX,2017,0.004231757582476401,0.7610619469026549,1.0,normal,18+,0.5714285714285715,0.5420017984176098,2017.0,0.0,0.0
24,0.0,canceled,FOX,2013,0.045993298129313714,0.8539823008849559,9.0,normal,16+,0.8441558441558442,0.851063829787234,2001.0,21.0,73.0
24: Legacy,0.0,canceled,FOX,2016,0.014160494992651153,0.6172566371681416,1.0,normal,16+,0.5714285714285715,0.5638297872340425,2017.0,0.0,0.0
2 Broke Girls,0.0,canceled,CBS,2016,0.014402579400623514,0.7817355592628231,,normal,,0.8090406171342144,0.8164234371339599,,1.0,12.0
2 Dope Queens,0.0,renewed,HBO,2018,0.000215442017732502,0.7190265486725664,2.0,normal,,0.8056163893956285,0.7209728036150922,,0.0,0.0
3%,0.0,renewed,NETFLIX,2020,2.1002890170907228e-05,0.8340707964601771,1.0,normal,7+,0.7272727272727273,0.2872340425531915,2016.0,0.0,1.0
3 Below: Tales of Arcadia,0.0,,NETFLIX,2018,0.005300523210142361,0.9491150442477875,2.0,short,7+,0.7792207792207793,1.0,2018.0,0.0,0.0
45 rpm,0.0,,NETFLIX,2019,6.297782263058171e-05,0.8267078673674989,,short,16+,0.7142857142857143,0.7925121459379963,2019.0,0.0,0.0
48 Hours,0.0,renewed,CBS,2020,0.0009834549191367076,0.8938053097345132,23.0,normal,,0.7865425765788606,0.6850793622394541,,0.0,0.0
500 Questions,0.0,canceled,ABC,2015,1.688892199310066e-05,0.39159292035398235,2.0,normal,,0.6114518550800376,0.6903401823136418,,0.0,0.0
60 Minutes,0.0,renewed,CBS,2020,0.0012361391751104058,0.59070796460177,52.0,normal,,0.7872439890574197,0.6827968230792156,,1.0,1.0
61st Street,0.0,renewed,AMC,2020,0.0005728159375993307,0.877581164379221,,normal,,0.7708360858264984,0.7771796303795385,,0.0,0.0
7Seeds,0.0,,NETFLIX,2019,0.0027632874676403922,0.8539823008849559,1.0,short,18+,0.5844155844155844,0.6161994302563101,2019.0,0.0,0.0
9-1-1,0.0,renewed,FOX,2020,0.048128447613595325,0.922566371681416,3.0,normal,,0.7932572269738977,0.7025951855692826,,2.0,5.0
9-1-1: Lone Star,0.0,renewed,FOX,2020,0.0007829531016288715,0.7863459918904617,1.0,normal,16+,0.5974025974025975,0.8280386709413566,2020.0,0.0,0.0
9JKL,0.0,canceled,CBS,2017,0.002432004767006495,0.26548672566371684,1.0,short,,0.7867991528200619,0.7045606996686569,,0.0,0.0
A5,0.0,end,HBO,2020,8.460700344620618e-05,0.8657817538287598,,normal,,0.6997970168750892,0.7750112964252103,,0.0,0.0
Abby's,0.0,canceled,NBC,2018,0.0013127888980021705,0.09734513274336286,1.0,short,,0.8234139410275978,0.7424077632968566,,0.0,0.0
A Black Lady Sketch Show,0.0,renewed,HBO,2020,0.0007320698110086324,0.7942477876106196,1.0,short,,0.8047006805391965,0.7195291229760975,,0.0,0.0
About a Boy,0.0,canceled,NBC,2014,0.006108160120838072,0.7610619469026549,2.0,short,,0.8219794451319967,0.735674909365763,,0.0,1.0
Absentia,0.0,renewed,AMAZON,2020,0.016991987722186762,0.9292035398230087,2.0,normal,18+,0.7142857142857143,0.46808510638297873,2017.0,0.0,0.0
Abyss,0.0,,NETFLIX,2018,0.004286321791992572,0.9623893805309734,1.0,long,,0.8258942846580554,0.7453961787070449,,0.0,0.0
A Chorus Line,0.0,end,NETFLIX,2020,0.00017338210623045323,0.6952433249196137,,normal,,0.678397864140928,0.7840871512114546,,0.0,0.0
A Christmas Carol,0.0,end,FX,2019,0.0004020990033778781,0.863382838683145,,normal,,0.8030336674037389,0.7874499867528476,,1.0,4.0
"Ada Twist, Scientist",0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
A.D.: The Bible Continues,0.0,canceled,NBC,2014,0.001183090638080795,0.8230088495575223,1.0,normal,16+,0.7272727272727273,0.5531914893617021,2015.0,0.0,0.0
Adventure Time: Distant Lands,0.0,,HBO,2020,0.00023990930215840424,0.8838114379204522,,normal,,0.6849914150086759,0.7723353696119545,,0.0,0.0
Ad Vitam,0.0,,NETFLIX,2019,0.0012937347295996979,0.6792035398230089,1.0,normal,7+,0.5974025974025975,0.5656275146581923,2018.0,0.0,0.0
After Life,0.0,renewed,NETFLIX,2020,0.015747404086079803,0.9137168141592923,1.0,short,18+,0.8701298701298701,0.6808510638297872,2019.0,0.0,0.0
Aftermath,0.0,canceled,SYFY,2016,0.0044463335016451545,0.5575221238938054,1.0,normal,,0.7998796780176193,0.6233056900327294,2014.0,0.0,0.0
Agent Carter,0.0,canceled,ABC,2014,0.00717447180257341,0.784660766961652,,short,,0.6916776675714955,0.7623029433128148,,0.0,0.0
Agent King,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Agent X,0.0,canceled,TNT,2015,0.003690445980133431,0.6946902654867257,1.0,normal,16+,0.5714285714285715,0.23404255319148937,2015.0,0.0,0.0
Aggretsuko,0.0,renewed,NETFLIX,2020,0.01139655795108795,0.8650442477876107,2.0,short,16+,0.8051948051948052,0.8065331322971536,2018.0,0.0,0.0
A.I.C.O. Incarnation,0.0,canceled,NETFLIX,2017,0.005826245038337853,0.8672566371681417,1.0,short,18+,0.5974025974025975,0.7135610252759663,2018.0,0.0,0.0
AJ and the Queen,0.0,canceled,NETFLIX,2019,1.7321971274975035e-05,0.7780319440310329,1.0,normal,,0.7532467532467532,0.46808510638297873,2020.0,0.0,0.0
A League of Their Own,0.0,,AMAZON,2020,0.00026437658658430644,0.7367256637168142,14.0,normal,,0.7821911159384425,0.6839604837374429,,0.0,1.0
Alexa & Katie,0.0,renewed,NETFLIX,2019,0.025012493471782075,0.8230088495575223,2.0,short,all,0.7142857142857143,0.8379486215277523,2018.0,1.0,2.0
Alex Inc.,0.0,canceled,ABC,2017,0.0034106961440425842,0.6703539823008849,1.0,short,,0.7729483266506525,0.6885577921329413,,0.0,0.0
Alias Grace,0.0,end,NETFLIX,2017,0.03538922036405587,0.9004424778761063,1.0,normal,18+,0.7792207792207793,0.9893617021276596,2017.0,0.0,1.0
Alice in Borderland,0.0,,NETFLIX,2020,0.00041161334242159424,0.9535398230088498,1.0,short,,0.8246264594835576,0.7441895962221311,,0.0,0.0
Alien News Desk,0.0,,SYFY,2018,6.928788509990014e-05,0.7455752212389382,1.0,short,,0.8401993748804361,0.7505796237463243,,0.0,0.0
A Little Help With Carol Burnett,0.0,canceled,NETFLIX,2017,0.000373288480975712,0.7544247787610621,1.0,short,,0.5454545454545454,0.6003127876712463,2018.0,0.0,0.0
All About the Washingtons,0.0,canceled,NETFLIX,2018,0.0033647929201639005,0.7101769911504425,1.0,short,all,0.31168831168831174,0.3617021276595745,2018.0,0.0,0.0
All American,0.0,renewed,THE CW,2020,0.011777208269855526,0.9314159292035401,2.0,normal,16+,0.7662337662337663,0.9574468085106383,2018.0,0.0,0.0
Allegiance,0.0,canceled,NBC,2014,0.0026390023237424466,0.8473451327433629,1.0,normal,,0.822049849204268,0.7362775836199593,,0.0,0.0
All for Love,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
All Hail King Julien,0.0,canceled,NETFLIX,2017,0.0014972678920806546,0.7876106194690267,6.0,short,7+,0.7012987012987013,0.8014119529294461,2014.0,0.0,0.0
All of Us Are Dead,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
All or Nothing: A Season With the Arizona Cardinals,0.0,canceled,AMAZON,2016,0.0033933743241774256,0.7758112483814925,,normal,,0.6958735873646283,0.7673259357756468,,0.0,0.0
All or Nothing: A Season With the Los Angeles Rams,0.0,canceled,AMAZON,2017,0.0008408424715059829,0.784292002577581,,normal,,0.6989766846273027,0.7691415099401749,,0.0,0.0
All or Nothing: Manchester City,0.0,,AMAZON,2018,0.0023404148438900645,0.9557522123893807,1.0,normal,,0.8441558441558442,0.7710469604329913,2018.0,0.0,0.0
All or Nothing: New Zealand All Blacks,0.0,,AMAZON,2018,0.00019313997971597165,0.9159292035398232,1.0,normal,16+,0.8441558441558442,0.790552239384364,2018.0,0.0,0.0
All or Nothing: The Dallas Cowboys,0.0,canceled,AMAZON,2017,2.1652464093718793e-05,0.9668141592920353,1.0,normal,18+,0.7662337662337663,0.8136583223832295,2018.0,0.0,0.0
All or Nothing: The Michigan Wolverines,0.0,canceled,AMAZON,2017,0.00015719688932039843,0.7477876106194691,1.0,normal,,0.7402597402597403,0.7504683202498047,2018.0,0.0,0.0
All Rise,0.0,renewed,CBS,2020,0.0026190820567762252,0.9070796460176991,1.0,normal,,0.7820723157428762,0.6978558570500611,,0.0,0.0
Alma,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Almost Family,0.0,canceled,FOX,2019,0.0034786848812968616,0.8340707964601771,1.0,normal,16+,0.5844155844155844,0.19148936170212766,2019.0,0.0,0.0
Almost Happy,0.0,,NETFLIX,2019,0.0033326966333301535,0.573456725005577,,normal,,0.6103896103896104,0.8654667502250389,2020.0,0.0,0.0
Almost Human,0.0,canceled,FOX,2013,0.02034119086820318,0.7787610619469028,1.0,normal,,0.7975735849339608,0.7140511814699355,,0.0,1.0
AlRawabi School for Girls,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Altered Carbon,0.0,renewed,NETFLIX,2019,0.010321712321066578,0.8820531207922113,,normal,18+,0.8181818181818181,0.6170212765957447,2018.0,0.0,2.0
Amazing Stories,0.0,,APPLE,2019,0.00022518562657467545,0.6858407079646018,2.0,short,,0.798935764297149,0.6431081242733139,,5.0,12.0
Ambulance,0.0,canceled,CBS,2017,8.336198676081736e-05,0.8495575221238939,5.0,normal,,0.7870935526325727,0.7017435921002219,,0.0,0.0
Americanah,0.0,,HBO,2020,0.00023990930215840424,0.8838114379204522,,normal,,0.6849914150086759,0.7723353696119545,,0.0,0.0
American Crime,0.0,canceled,ABC,2016,0.01094835194434797,0.8672566371681417,3.0,normal,16+,0.7792207792207793,0.9680851063829787,2015.0,2.0,18.0
American Crime Story,0.0,delayed,FX,2020,0.0033804356634399486,0.8088995109857802,,normal,18+,0.8571428571428572,0.925531914893617,2016.0,0.0,0.0
American Dad!,1.0,renewed,TBS,2019,0.013331409807957623,0.8088407395381629,,normal,16+,0.7142857142857143,0.9320399474092971,2005.0,0.0,4.0
American Dream Builders,0.0,canceled,NBC,2013,0.0028317814290568562,0.6865781710914455,,short,,0.6673124433018987,0.7662192742482763,,0.0,0.0
American Gods,0.0,renewed,STRZ,2020,0.0011333323404605035,0.8123316993295921,,normal,,0.7858123113628879,0.7826768482500174,,0.0,2.0
American Gothic,0.0,canceled,CBS,2016,0.006564161014651789,0.8783185840707965,1.0,normal,7+,0.8181818181818181,0.648936170212766,1995.0,0.0,1.0
American Grit,0.0,canceled,FOX,2017,0.0006155795541844253,0.7345132743362832,2.0,normal,,0.7955945556153263,0.712754844499365,,0.0,0.0
American Horror Stories,0.0,,HULU,2020,0.0001435558369413556,0.8878430547223536,,normal,,0.6805936024443076,0.7719506229779584,,0.0,0.0
American Horror Story,0.0,renewed,FX,2020,0.4599416422787746,0.8163716814159293,9.0,normal,18+,0.8051948051948052,0.8683447714821506,2011.0,2.0,17.0
American Housewife,0.0,renewed,ABC,2020,0.0088116867875798,0.7610619469026549,4.0,short,7+,0.7142857142857143,0.8014713701370727,2016.0,0.0,0.0
American Idol,0.0,end,FOX,2015,0.00697144386425464,0.6482300884955753,17.0,long,7+,0.2987012987012987,0.6595744680851063,2002.0,8.0,67.0
American Jesus,0.0,,NETFLIX,2020,7.145313150927202e-06,0.7260001719910687,0.0,normal,,0.8251420734143367,0.7447791412215777,,0.0,0.0
American Ninja Warrior,0.0,renewed,NBC,2020,0.002523378165481988,0.8761061946902656,11.0,long,7+,0.6493506493506493,0.9236541467692778,2009.0,0.0,7.0
American Odyssey,0.0,canceled,NBC,2014,0.0036510384954828628,0.8119469026548675,1.0,normal,16+,0.7142857142857143,0.5106382978723404,2015.0,0.0,0.0
American Playboy: The Hugh Hefner Story,0.0,canceled,AMAZON,2016,0.0005776877420204175,0.8539823008849559,1.0,normal,18+,0.7402597402597403,0.7665513912766605,2017.0,0.0,0.0
America's Funniest Home Videos,0.0,renewed,ABC,2020,0.0071275581303703525,0.7168141592920355,30.0,normal,7+,0.5714285714285715,0.6692593250709464,1989.0,0.0,0.0
America's Got Talent,0.0,renewed,NBC,2019,0.018025892882661834,0.7234513274336284,14.0,long,7+,0.5194805194805194,0.8692325980455949,2006.0,0.0,4.0
America's Got Talent: The Champions,0.0,renewed,NBC,2019,0.0011270107560780631,0.8473451327433629,2.0,long,,0.8191745522594323,0.7374842076684377,,0.0,0.0
America's Next Top Model,0.0,canceled,THE CW,2015,0.018799535424730406,0.6637168141592921,24.0,normal,7+,0.4805194805194805,0.9263538201247131,2003.0,0.0,0.0
America to Me,0.0,,STRZ,2018,6.430781835834481e-05,0.920353982300885,1.0,normal,,0.8393361450053337,0.7492540374593278,,0.0,0.0
A Million Little Things,0.0,renewed,ABC,2020,0.013013130920324995,0.9314159292035401,2.0,normal,16+,0.7922077922077922,0.5,2018.0,1.0,1.0
AMO,0.0,canceled,NETFLIX,2017,4.7418896365244154e-05,0.6526548672566372,1.0,short,18+,0.5974025974025975,0.7135610252759663,2018.0,0.0,0.0
Anatomy of a Scandal,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Angel From Hell,0.0,canceled,CBS,2015,0.0027284270004495053,0.7300884955752213,1.0,short,,0.7880892305230055,0.7058011633865678,,0.0,0.0
Angie Tribeca,0.0,canceled,TBS,2018,0.004448065698772652,0.7300884955752213,4.0,short,16+,0.6753246753246753,0.9574468085106383,2016.0,0.0,2.0
Angry Birds: Summer Madness,0.0,,NETFLIX,2020,0.0016346888641954565,0.6666666666666667,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Animal Kingdom,0.0,renewed,TNT,2020,0.021652031044436918,0.90929203539823,4.0,normal,18+,0.8311688311688311,0.8785987075625555,2016.0,0.0,0.0
Animaniacs,0.0,renewed,HULU,2020,0.0037818193786089247,0.7300884955752213,5.0,short,all,0.7922077922077922,0.6986332653086512,1993.0,0.0,0.0
Anne With an E,0.0,canceled,NETFLIX,2019,0.06663913916731552,0.9712389380530976,3.0,normal,7+,0.8831168831168831,0.5957446808510638,2017.0,0.0,0.0
Another Life,0.0,renewed,NETFLIX,2020,0.013030669416240906,0.6924778761061947,1.0,normal,18+,0.4025974025974027,0.0,2019.0,0.0,0.0
Answer for Heaven,0.0,,NETFLIX,2019,0.0004700028205943226,0.8967551622418879,,normal,,0.6776714671005746,0.7839500934688965,,0.0,0.0
Anxious People,0.0,,NETFLIX,2020,8.949685158737103e-05,0.7957227138643068,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Any Given Wednesday with Bill Simmons,0.0,canceled,HBO,2016,2.208551337559317e-05,0.46238938053097345,1.0,short,,0.8097129840534347,0.7262099299581132,,0.0,0.0
Apache: The Life of Carlos Tevez,0.0,,NETFLIX,2019,0.0002691401286849246,0.922566371681416,1.0,normal,,0.8254324523659958,0.7449891747992159,,0.0,0.0
APB,0.0,canceled,FOX,2016,0.00876318526800987,0.7300884955752213,1.0,normal,,0.7962399974178281,0.7139321888114701,,0.0,0.0
A.P. Bio,0.0,canceled,NBC,2018,0.006901506405231928,0.7433628318584071,2.0,short,,0.8225634376272112,0.7413894618017595,,0.0,0.0
Aquaman: King of Atlantis,0.0,end,HBO,2020,0.00017148751562225285,0.817109185308107,,normal,,0.6997970168750892,0.7750112964252103,,0.0,0.0
Aquarius,0.0,canceled,NBC,2016,0.008952211279548036,0.7101769911504425,2.0,normal,16+,0.6883116883116883,0.7553191489361702,2015.0,0.0,0.0
Archer,0.0,delayed,FX,2020,0.05526856417314003,0.7787610619469028,10.0,short,18+,0.8831168831168831,0.9042553191489362,2009.0,1.0,5.0
Archibald's Next Big Thing,0.0,,NETFLIX,2019,0.0010094520944471655,0.9249850154323471,,normal,7+,0.7662337662337663,0.8953123679994182,2019.0,0.0,0.0
Ares,0.0,,NETFLIX,2019,3.6159615036510386e-05,0.4444409320965823,1.0,normal,18+,0.49350649350649345,0.4494338156145303,2020.0,0.0,0.0
Are You Smarter Than a 5th Grader?,0.0,end,FOX,2014,0.00010631359870015927,0.595132743362832,6.0,normal,7+,0.4025974025974027,0.897777333522382,2007.0,0.0,0.0
Armistead Maupin's Tales of the City,0.0,end,NETFLIX,2019,0.00012468401393021482,0.9050442478525954,,normal,,0.7872806269245288,0.785534018745415,,0.0,2.0
Arrested Development,0.0,,NETFLIX,2018,0.03371288659392016,0.7234513274336284,5.0,short,16+,0.8961038961038961,0.7340425531914894,2003.0,6.0,27.0
Arrow,0.0,end,THE CW,2019,0.568798755936023,0.8805309734513275,8.0,normal,16+,0.7532467532467532,0.8404255319148937,2012.0,0.0,0.0
Arthdal Chronicles,0.0,,NETFLIX,2019,0.002936940229672017,0.9734513274336285,1.0,long,,0.8441558441558442,0.8346235050273509,2019.0,0.0,0.0
Ascension,0.0,canceled,SYFY,2014,0.00986356349325266,0.8473451327433629,1.0,long,,0.8389870323104949,0.8258835888775151,,0.0,0.0
A Season With Florida State Football,0.0,canceled,SHOWTIME,2016,0.0011848228352082924,0.7436788551061008,,normal,,0.6790531383916972,0.7827674093076588,,0.0,0.0
A Series of Unfortunate Events,0.0,end,NETFLIX,2018,0.009305906470842801,0.8904462739385981,,normal,7+,0.7792207792207793,0.9574468085106383,2017.0,0.0,6.0
Ash vs. Evil Dead,0.0,canceled,STRZ,2017,0.025806922379380617,0.8938053097345132,3.0,short,18+,0.8571428571428572,0.9893617021276596,2015.0,0.0,0.0
Astronomy Club,0.0,canceled,NETFLIX,2019,0.0005893078977507131,0.8761062380604134,,normal,,0.6776976843765115,0.7840493843055923,,0.0,0.0
A Teacher,0.0,end,HULU,2020,3.875791072775664e-05,0.7357896340351644,1.0,normal,,0.8102099358169635,0.7248883697081752,,0.0,0.0
Atlanta,0.0,renewed,FX,2020,0.031642911026560645,0.7986725663716815,2.0,short,18+,0.8831168831168831,0.9680851063829787,2016.0,6.0,23.0
A to Z,0.0,canceled,NBC,2014,0.008112961771275495,0.6814159292035399,1.0,short,,0.822049849204268,0.7362775836199593,,0.0,0.0
Atypical,0.0,end,NETFLIX,2020,0.01791341659305392,0.9206486747283866,,normal,18+,0.8441558441558442,0.8617021276595744,2017.0,0.0,0.0
Avatar: The Last Airbender,0.0,,NETFLIX,2020,0.0015754332874589794,0.6902654867256638,1.0,normal,7+,0.9610389610389609,1.0,2005.0,0.0,1.0
Avenue 5,0.0,renewed,HBO,2020,0.00015784646324321,0.5192925331401416,0.0,short,,0.8049679474856967,0.7200629415446242,,0.0,0.0
A Very English Scandal,0.0,end,AMAZON,2018,0.003099333710374908,0.8584070796460178,1.0,normal,16+,0.7662337662337663,0.9468085106382979,2018.0,1.0,4.0
A Very Secret Service,0.0,,NETFLIX,2018,0.0012992513141331834,0.7832157049412704,,normal,7+,0.7792207792207793,0.8209079659812506,2015.0,0.0,0.0
Avlu: The Yard,0.0,,NETFLIX,2019,0.0004700028205943226,0.8967551622418879,,normal,,0.6776714671005746,0.7839500934688965,,0.0,0.0
Away,0.0,,NETFLIX,2020,3.789181216400789e-05,0.7229171684831985,0.0,normal,,0.8251420734143367,0.7447791412215777,,0.0,0.0
A Wicked Offer,0.0,canceled,THE CW,2015,0.0027905027565957156,0.7362150439542052,,normal,,0.7216068203156609,0.7787484360356605,,0.0,0.0
A Wilderness of Error,0.0,end,FX,2020,5.298667284648613e-05,0.9395280235988204,,normal,,0.71295632904059,0.7758419140381178,,0.0,0.0
Awkward,0.0,end,MTV,2015,0.0036263280610252815,0.6832100290434597,,normal,16+,0.7402597402597403,0.7659574468085106,2011.0,0.0,0.0
Baahubali: Before the Beginning,0.0,renewed,NETFLIX,2020,0.00032784923847046496,0.6909461550437884,,normal,,0.7841573316234919,0.7840439039714098,,0.0,0.0
Baby,0.0,,NETFLIX,2020,0.0011501386255372199,0.7919972255790954,,normal,18+,0.6493506493506493,0.7872340425531915,2018.0,0.0,1.0
Baby Daddy,0.0,canceled,FREEF,2016,0.04271121762198782,0.7876106194690267,6.0,short,16+,0.7142857142857143,0.7435233344855365,2012.0,0.0,0.0
Babylon Berlin,0.0,,NETFLIX,2019,0.005647395684923735,0.8871681415929203,3.0,normal,18+,0.8571428571428572,0.8188439492220221,2017.0,0.0,0.0
Bachelor in Paradise,0.0,delayed,ABC,2020,0.004746869703265971,0.8207964601769914,6.0,long,16+,0.4415584415584416,0.8171498387662566,2014.0,0.0,0.0
Back in the Game,0.0,canceled,ABC,2013,0.0006177448005937971,0.7035398230088497,1.0,short,,0.7767041966146552,0.6921291272642256,,0.0,0.0
Backpackers,0.0,canceled,THE CW,2013,4.806847028805572e-05,0.6703539823008849,2.0,short,,0.8389159505727926,0.8298715200231136,,0.0,0.0
Back Street Girls -GOKUDOLS-,0.0,,NETFLIX,2018,0.0005273890679307087,0.8620943952802359,,normal,,0.6767393737167572,0.7839311914616065,,0.0,0.0
Backstrom,0.0,canceled,FOX,2014,0.0026699653473964643,0.7013274336283186,1.0,normal,,0.7968503172180023,0.7141924693104881,,0.0,0.0
Back to Life,0.0,renewed,SHOWTIME,2020,0.00035098644295918167,0.7920353982300885,1.0,short,,0.813532224501554,0.7429911740852637,,0.0,0.0
Back to the Rafters,0.0,,AMAZON,2020,2.9952575329644325e-05,0.8237557051392269,,normal,,0.7074203518171642,0.77120253174704,,0.0,0.0
Bad Blood,0.0,,NETFLIX,2018,0.005099371818711713,0.9048672566371682,2.0,normal,18+,0.7402597402597403,0.7872340425531915,2017.0,0.0,0.0
Bad Guys: Vile City,0.0,canceled,NETFLIX,2017,0.002205303467945259,0.7212389380530975,,normal,,0.6757761504163954,0.7839531179170088,,0.0,0.0
Bad Judge,0.0,canceled,NBC,2014,0.005354654370376658,0.7278761061946903,1.0,short,,0.822049849204268,0.7362775836199593,,0.0,0.0
Baghdad Central,0.0,,HULU,2019,0.0014737199063929749,0.7986739269996603,,normal,,0.6883116883116883,0.8723404255319149,2020.0,0.0,0.0
Baki,0.0,,NETFLIX,2018,0.010840089623879376,0.9269911504424778,1.0,short,18+,0.6363636363636364,0.4792180047524255,2018.0,0.0,0.0
Ballers,0.0,end,HBO,2019,0.037772723611492434,0.8030973451327436,5.0,short,,0.805493109120422,0.7159818342226296,,0.0,4.0
Bangkok Love Stories: Objects of Affection,0.0,,NETFLIX,2019,1.0176658124047833e-05,0.8982300884955754,1.0,normal,,0.8254324523659958,0.7449891747992159,,0.0,0.0
Bangkok Love Stories: Plead,0.0,,NETFLIX,2019,6.82052618952142e-05,0.9247787610619469,1.0,normal,,0.8254324523659958,0.7449891747992159,,0.0,0.0
Barbarians,0.0,,NETFLIX,2020,8.949685158737103e-05,0.8289085545722714,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Bard of Blood,0.0,,NETFLIX,2019,0.0006277049340769078,0.8827433628318584,1.0,normal,,0.6753246753246753,0.8582643459081283,2019.0,0.0,0.0
Baroness Von Sketch Show,0.0,end,IFC,2020,7.231923007302077e-05,0.7721238938053099,4.0,short,,0.8115198776840562,0.7241873792072385,,0.0,0.0
Baroness Von Sketch ShowS3,0.0,renewed,IFC,2018,0.00011929566354524597,0.8017625626918088,,normal,,0.6837750751492478,0.7726063302450582,,0.0,0.0
Barry,0.0,delayed,HBO,2020,0.01954914373165495,0.9181415929203541,2.0,short,,0.8423336321250694,0.7581973228211866,,6.0,32.0
Baskets,0.0,canceled,FX,2019,0.004239985518832014,0.7300884955752213,4.0,short,18+,0.7402597402597403,0.9148936170212766,2016.0,1.0,4.0
Bastards,0.0,canceled,APPLE,2019,0.00016350316948769404,0.7883481220913577,,normal,,0.70736367548651,0.7738337762912495,,0.0,0.0
BattleBots,0.0,canceled,ABC,2016,0.0007433290923373662,0.8827433628318584,4.0,long,,0.7750515250092744,0.6888718944597455,,0.0,0.0
Battle Creek,0.0,canceled,CBS,2014,0.0028325753527402926,0.7146017699115045,1.0,normal,16+,0.7142857142857143,0.9574468085106383,2015.0,0.0,0.0
Battle Kitty,0.0,,NETFLIX,2020,0.0017625827521090224,0.7957227138643068,,normal,,0.6785093430863149,0.7839195574716284,,0.0,0.0
Battle of the Network Stars,0.0,canceled,ABC,2017,0.00016022823429351907,0.5995575221238939,1.0,normal,,0.7729483266506525,0.6885577921329413,,0.0,0.0
Batwoman,0.0,renewed,THE CW,2020,0.026021281773908434,0.8938053097345132,1.0,normal,,0.8386518139856488,0.7489838721517043,,0.0,0.0
Beat,0.0,,AMAZON,2018,0.0011138027529808948,0.8805309734513275,1.0,normal,18+,0.7272727272727273,0.7693623762283918,2018.0,0.0,0.0
Beat Shazam,0.0,renewed,FOX,2020,0.000829505899430367,0.7168141592920355,3.0,normal,16+,0.5584415584415584,0.8943382006477022,2017.0,0.0,0.0
Beauty and the Beast,0.0,end,THE CW,2016,0.0603991155401467,0.842920353982301,4.0,normal,16+,0.6753246753246753,0.4787234042553192,2012.0,6.0,22.0
Becoming Elizabeth,0.0,,STRZ,2020,7.18861807911464e-05,0.864294232272583,,normal,,0.6861190078789411,0.781681185558468,,0.0,0.0
Behind Her Eyes,0.0,end,NETFLIX,2020,0.00017338210623045323,0.6855641217644075,,normal,,0.678397864140928,0.7840871512114546,,0.0,0.0
Being Human,0.0,canceled,SYFY,2013,0.007369632678938129,0.8296460176991152,5.0,normal,,0.8355462252517367,0.8310088908377785,,0.0,0.0
Being Reuben,0.0,,THE CW,2020,0.000251168583487138,0.7324588810483991,,normal,,0.6932859108425535,0.7785626231730607,,0.0,0.0
Believe,0.0,canceled,NBC,2013,0.016365148886673602,0.8053097345132745,1.0,normal,,0.8210269999423128,0.7351147709981464,,0.0,0.0
Benched,0.0,canceled,USA,2014,0.0009191471007783628,0.7013274336283186,1.0,short,,0.8367850753294601,0.8444913650694078,,0.0,0.0
Benders,0.0,canceled,IFC,2015,4.7418896365244154e-05,0.595132743362832,1.0,short,,0.8171084480867853,0.7324890147834002,,0.0,0.0
Best Time Ever With Neil Patrick Harris,0.0,canceled,NBC,2015,0.0006361493950734581,0.8030973451327436,1.0,normal,,0.8228438875541276,0.7371486594865304,,0.0,0.0
